0 x, -nan
0 y, -nan
0 z, -nan
1 x, -nan
1 y, -nan
1 z, -nan
2 x, -nan
2 y, -nan
2 z, -nan
3 x, -nan
3 y, -nan
3 z, -nan
4 x, -nan
4 y, -nan
4 z, -nan
5 x, -nan
5 y, -nan
5 z, -nan
2522 x, 1.000000
2522 y, 0.000000
2522 z, 0.000000
2523 x, 1.000000
2523 y, 0.000000
2523 z, 0.000000
2524 x, 1.000000
2524 y, -0.000000
2524 z, 0.000000
2525 x, 1.000000
2525 y, -0.000000
2525 z, 0.000000
2526 x, 1.000000
2526 y, 0.000000
2526 z, 0.000000
2527 x, 1.000000
2527 y, 0.000000
2527 z, 0.000000
2528 x, 1.000000
2528 y, -0.000000
2528 z, 0.000000
2529 x, 1.000000
2529 y, -0.000000
2529 z, 0.000000
2530 x, 1.000000
2530 y, 0.000000
2530 z, 0.000000
2531 x, 1.000000
2531 y, 0.000000
2531 z, 0.000000
2532 x, 1.000000
2532 y, -0.000000
2532 z, 0.000000
2533 x, 1.000000
2533 y, -0.000000
2533 z, 0.000000
2534 x, 1.000000
2534 y, 0.000000
2534 z, 0.000000
2535 x, 1.000000
2535 y, 0.000000
2535 z, 0.000000
2536 x, 1.000000
2536 y, 0.000000
2536 z, 0.000000
2537 x, 1.000000
2537 y, 0.000000
2537 z, 0.000000
2538 x, 0.000000
2538 y, 1.000000
2538 z, 0.000000
2539 x, 0.000000
2539 y, 1.000000
2539 z, 0.000000
2540 x, -1.000000
2540 y, -0.000000
2540 z, -0.000000
2541 x, -1.000000
2541 y, -0.000000
2541 z, 0.000000
2542 x, -1.000000
2542 y, 0.000000
2542 z, 0.000000
2543 x, -1.000000
2543 y, 0.000000
2543 z, 0.000000
2544 x, -1.000000
2544 y, -0.000000
2544 z, -0.000000
2545 x, -1.000000
2545 y, -0.000000
2545 z, 0.000000
2546 x, -1.000000
2546 y, -0.000000
2546 z, -0.000000
2547 x, -1.000000
2547 y, -0.000000
2547 z, -0.000000
2548 x, -1.000000
2548 y, -0.000000
2548 z, -0.000000
2549 x, -1.000000
2549 y, -0.000000
2549 z, -0.000000
2550 x, -1.000000
2550 y, 0.000000
2550 z, 0.000000
2551 x, -1.000000
2551 y, 0.000000
2551 z, 0.000000
2552 x, -1.000000
2552 y, -0.000000
2552 z, -0.000000
2553 x, -1.000000
2553 y, -0.000000
2553 z, 0.000000
2554 x, -1.000000
2554 y, -0.000000
2554 z, -0.000000
2555 x, -1.000000
2555 y, -0.000000
2555 z, -0.000000
2556 x, -1.000000
2556 y, 0.000000
2556 z, 0.000000
2557 x, -1.000000
2557 y, 0.000000
2557 z, 0.000000
2558 x, -1.000000
2558 y, -0.000000
2558 z, -0.000000
2559 x, -1.000000
2559 y, -0.000000
2559 z, 0.000000
2560 x, -1.000000
2560 y, 0.000000
2560 z, 0.000000
2561 x, -1.000000
2561 y, 0.000000
2561 z, 0.000000
2562 x, -1.000000
2562 y, -0.000000
2562 z, -0.000000
2563 x, -1.000000
2563 y, -0.000000
2563 z, 0.000000
2564 x, -1.000000
2564 y, 0.000000
2564 z, 0.000000
2565 x, -1.000000
2565 y, 0.000000
2565 z, 0.000000
2566 x, -1.000000
2566 y, -0.000000
2566 z, -0.000000
2567 x, -1.000000
2567 y, -0.000000
2567 z, 0.000000
2568 x, -1.000000
2568 y, 0.000000
2568 z, 0.000000
2569 x, -1.000000
2569 y, 0.000000
2569 z, 0.000000
2570 x, -1.000000
2570 y, 0.000000
2570 z, 0.000000
2571 x, -1.000000
2571 y, 0.000000
2571 z, 0.000000
2572 x, -1.000000
2572 y, -0.000000
2572 z, -0.000000
2573 x, -1.000000
2573 y, -0.000000
2573 z, 0.000000
2574 x, -1.000000
2574 y, 0.000000
2574 z, 0.000000
2575 x, -1.000000
2575 y, 0.000000
2575 z, 0.000000
2576 x, -1.000000
2576 y, 0.000000
2576 z, 0.000000
2577 x, -1.000000
2577 y, 0.000000
2577 z, 0.000000
2578 x, -1.000000
2578 y, -0.000000
2578 z, -0.000000
2579 x, -1.000000
2579 y, -0.000000
2579 z, 0.000000
2580 x, -1.000000
2580 y, -0.000000
2580 z, -0.000000
2581 x, -1.000000
2581 y, -0.000000
2581 z, -0.000000
2582 x, -1.000000
2582 y, -0.000000
2582 z, -0.000000
2583 x, -1.000000
2583 y, -0.000000
2583 z, -0.000000
2584 x, -1.000000
2584 y, -0.000000
2584 z, -0.000000
2585 x, -1.000000
2585 y, 0.000000
2585 z, -0.000000
2586 x, -1.000000
2586 y, -0.000000
2586 z, -0.000000
2587 x, -1.000000
2587 y, 0.000000
2587 z, -0.000000
2588 x, -1.000000
2588 y, 0.000000
2588 z, 0.000000
2589 x, -1.000000
2589 y, 0.000000
2589 z, 0.000000
2590 x, -1.000000
2590 y, -0.000000
2590 z, -0.000000
2591 x, -1.000000
2591 y, -0.000000
2591 z, 0.000000
2592 x, -1.000000
2592 y, -0.000000
2592 z, -0.000000
2593 x, -1.000000
2593 y, 0.000000
2593 z, -0.000000
2594 x, -1.000000
2594 y, -0.000000
2594 z, -0.000000
2595 x, -1.000000
2595 y, -0.000000
2595 z, 0.000000
2596 x, -1.000000
2596 y, -0.000000
2596 z, -0.000000
2597 x, -1.000000
2597 y, 0.000000
2597 z, -0.000000
2598 x, -1.000000
2598 y, 0.000000
2598 z, 0.000000
2599 x, -1.000000
2599 y, 0.000000
2599 z, 0.000000
2600 x, -1.000000
2600 y, -0.000000
2600 z, -0.000000
2601 x, -1.000000
2601 y, 0.000000
2601 z, -0.000000
2602 x, -1.000000
2602 y, -0.000000
2602 z, -0.000000
2603 x, -1.000000
2603 y, 0.000000
2603 z, -0.000000
2604 x, -1.000000
2604 y, 0.000000
2604 z, 0.000000
2605 x, -1.000000
2605 y, 0.000000
2605 z, 0.000000
2606 x, -1.000000
2606 y, -0.000000
2606 z, -0.000000
2607 x, -1.000000
2607 y, -0.000000
2607 z, 0.000000
2608 x, -1.000000
2608 y, 0.000000
2608 z, 0.000000
2609 x, -1.000000
2609 y, 0.000000
2609 z, 0.000000
2610 x, -1.000000
2610 y, -0.000000
2610 z, -0.000000
2611 x, -1.000000
2611 y, 0.000000
2611 z, -0.000000
2612 x, -1.000000
2612 y, -0.000000
2612 z, -0.000000
2613 x, -1.000000
2613 y, -0.000000
2613 z, 0.000000
2614 x, -1.000000
2614 y, 0.000000
2614 z, 0.000000
2615 x, -1.000000
2615 y, 0.000000
2615 z, 0.000000
2616 x, -1.000000
2616 y, -0.000000
2616 z, -0.000000
2617 x, -1.000000
2617 y, -0.000000
2617 z, 0.000000
2618 x, -1.000000
2618 y, 0.000000
2618 z, 0.000000
2619 x, -1.000000
2619 y, 0.000000
2619 z, 0.000000
2620 x, -1.000000
2620 y, -0.000000
2620 z, -0.000000
2621 x, -1.000000
2621 y, -0.000000
2621 z, 0.000000
2622 x, -1.000000
2622 y, 0.000000
2622 z, 0.000000
2623 x, -1.000000
2623 y, 0.000000
2623 z, 0.000000
2624 x, -1.000000
2624 y, -0.000000
2624 z, -0.000000
2625 x, -1.000000
2625 y, -0.000000
2625 z, 0.000000
2626 x, -1.000000
2626 y, -0.000000
2626 z, -0.000000
2627 x, -1.000000
2627 y, 0.000000
2627 z, -0.000000
2628 x, -0.000000
2628 y, -1.000000
2628 z, -0.000000
2629 x, -0.000000
2629 y, -1.000000
2629 z, 0.000000
2630 x, 1.000000
2630 y, -0.000000
2630 z, 0.000000
2631 x, 1.000000
2631 y, -0.000000
2631 z, 0.000000
2632 x, 1.000000
2632 y, -0.000000
2632 z, 0.000000
2633 x, 1.000000
2633 y, -0.000000
2633 z, 0.000000
2634 x, 1.000000
2634 y, 0.000000
2634 z, 0.000000
2635 x, 1.000000
2635 y, 0.000000
2635 z, 0.000000
2636 x, 1.000000
2636 y, -0.000000
2636 z, 0.000000
2637 x, 1.000000
2637 y, -0.000000
2637 z, 0.000000
2638 x, 1.000000
2638 y, 0.000000
2638 z, 0.000000
2639 x, 1.000000
2639 y, 0.000000
2639 z, 0.000000
2640 x, 1.000000
2640 y, -0.000000
2640 z, 0.000000
2641 x, 1.000000
2641 y, -0.000000
2641 z, 0.000000
2642 x, 1.000000
2642 y, -0.000000
2642 z, 0.000000
2643 x, 1.000000
2643 y, -0.000000
2643 z, 0.000000
2644 x, 1.000000
2644 y, -0.000000
2644 z, 0.000000
2645 x, 1.000000
2645 y, -0.000000
2645 z, 0.000000
2646 x, 1.000000
2646 y, -0.000000
2646 z, 0.000000
2647 x, 1.000000
2647 y, -0.000000
2647 z, 0.000000
2648 x, 1.000000
2648 y, 0.000000
2648 z, 0.000000
2649 x, 1.000000
2649 y, 0.000000
2649 z, 0.000000
2650 x, 1.000000
2650 y, 0.000000
2650 z, 0.000000
2651 x, 1.000000
2651 y, 0.000000
2651 z, 0.000000
2652 x, 1.000000
2652 y, -0.000000
2652 z, 0.000000
2653 x, 1.000000
2653 y, -0.000000
2653 z, 0.000000
2654 x, 1.000000
2654 y, -0.000000
2654 z, 0.000000
2655 x, 1.000000
2655 y, -0.000000
2655 z, 0.000000
2656 x, 1.000000
2656 y, 0.000000
2656 z, 0.000000
2657 x, 1.000000
2657 y, 0.000000
2657 z, 0.000000
2658 x, 1.000000
2658 y, 0.000000
2658 z, 0.000000
2659 x, 1.000000
2659 y, 0.000000
2659 z, 0.000000
2660 x, 1.000000
2660 y, -0.000000
2660 z, 0.000000
2661 x, 1.000000
2661 y, -0.000000
2661 z, 0.000000
2662 x, 1.000000
2662 y, -0.000000
2662 z, 0.000000
2663 x, 1.000000
2663 y, -0.000000
2663 z, 0.000000
2664 x, 1.000000
2664 y, -0.000000
2664 z, 0.000000
2665 x, 1.000000
2665 y, -0.000000
2665 z, 0.000000
2666 x, 1.000000
2666 y, -0.000000
2666 z, 0.000000
2667 x, 1.000000
2667 y, -0.000000
2667 z, 0.000000
2668 x, 1.000000
2668 y, -0.000000
2668 z, 0.000000
2669 x, 1.000000
2669 y, -0.000000
2669 z, 0.000000
2670 x, 1.000000
2670 y, -0.000000
2670 z, 0.000000
2671 x, 1.000000
2671 y, -0.000000
2671 z, 0.000000
2672 x, 1.000000
2672 y, -0.000000
2672 z, 0.000000
2673 x, 1.000000
2673 y, -0.000000
2673 z, 0.000000
2674 x, 1.000000
2674 y, -0.000000
2674 z, -0.000000
2675 x, 1.000000
2675 y, -0.000000
2675 z, 0.000000
2676 x, 1.000000
2676 y, 0.000000
2676 z, 0.000000
2677 x, 1.000000
2677 y, 0.000000
2677 z, -0.000000
2678 x, 1.000000
2678 y, -0.000000
2678 z, 0.000000
2679 x, 1.000000
2679 y, -0.000000
2679 z, -0.000000
2680 x, 1.000000
2680 y, 0.000000
2680 z, -0.000000
2681 x, 1.000000
2681 y, 0.000000
2681 z, -0.000000
2682 x, 1.000000
2682 y, -0.000000
2682 z, -0.000000
2683 x, 1.000000
2683 y, -0.000000
2683 z, 0.000000
2684 x, 1.000000
2684 y, 0.000000
2684 z, -0.000000
2685 x, 1.000000
2685 y, 0.000000
2685 z, 0.000000
2686 x, 1.000000
2686 y, -0.000000
2686 z, -0.000000
2687 x, 1.000000
2687 y, -0.000000
2687 z, -0.000000
2688 x, 1.000000
2688 y, 0.000000
2688 z, -0.000000
2689 x, 1.000000
2689 y, -0.000000
2689 z, 0.000000
2690 x, 1.000000
2690 y, 0.000000
2690 z, 0.000000
2691 x, 1.000000
2691 y, 0.000000
2691 z, 0.000000
2692 x, 1.000000
2692 y, -0.000000
2692 z, 0.000000
2693 x, 1.000000
2693 y, -0.000000
2693 z, 0.000000
2694 x, 1.000000
2694 y, -0.000000
2694 z, 0.000000
2695 x, 1.000000
2695 y, -0.000000
2695 z, 0.000000
2696 x, 1.000000
2696 y, 0.000000
2696 z, 0.000000
2697 x, 1.000000
2697 y, 0.000000
2697 z, 0.000000
2698 x, 1.000000
2698 y, -0.000000
2698 z, 0.000000
2699 x, 1.000000
2699 y, 0.000000
2699 z, 0.000000
2700 x, 1.000000
2700 y, -0.000000
2700 z, 0.000000
2701 x, 1.000000
2701 y, -0.000000
2701 z, 0.000000
2702 x, 1.000000
2702 y, 0.000000
2702 z, 0.000000
2703 x, 1.000000
2703 y, 0.000000
2703 z, 0.000000
2704 x, 1.000000
2704 y, -0.000000
2704 z, 0.000000
2705 x, 1.000000
2705 y, 0.000000
2705 z, 0.000000
2706 x, 1.000000
2706 y, 0.000000
2706 z, 0.000000
2707 x, 1.000000
2707 y, -0.000000
2707 z, 0.000000
2708 x, 1.000000
2708 y, -0.000000
2708 z, 0.000000
2709 x, 1.000000
2709 y, 0.000000
2709 z, -0.000000
2710 x, 1.000000
2710 y, 0.000000
2710 z, -0.000000
2711 x, 1.000000
2711 y, -0.000000
2711 z, 0.000000
2712 x, 1.000000
2712 y, -0.000000
2712 z, 0.000000
2713 x, 1.000000
2713 y, -0.000000
2713 z, -0.000000
2714 x, 1.000000
2714 y, 0.000000
2714 z, -0.000000
2715 x, 1.000000
2715 y, 0.000000
2715 z, -0.000000
2716 x, 1.000000
2716 y, 0.000000
2716 z, -0.000000
2717 x, 1.000000
2717 y, -0.000000
2717 z, 0.000000
2718 x, 0.000000
2718 y, 1.000000
2718 z, 0.000000
2719 x, 0.000000
2719 y, 1.000000
2719 z, 0.000000
2720 x, -1.000000
2720 y, -0.000000
2720 z, -0.000000
2721 x, -1.000000
2721 y, -0.000000
2721 z, -0.000000
2722 x, -1.000000
2722 y, 0.000000
2722 z, 0.000000
2723 x, -1.000000
2723 y, -0.000000
2723 z, -0.000000
2724 x, -1.000000
2724 y, -0.000000
2724 z, -0.000000
2725 x, -1.000000
2725 y, -0.000000
2725 z, -0.000000
2726 x, -1.000000
2726 y, -0.000000
2726 z, -0.000000
2727 x, -1.000000
2727 y, 0.000000
2727 z, 0.000000
2728 x, -1.000000
2728 y, 0.000000
2728 z, 0.000000
2729 x, -1.000000
2729 y, 0.000000
2729 z, 0.000000
2730 x, -1.000000
2730 y, 0.000000
2730 z, 0.000000
2731 x, -1.000000
2731 y, -0.000000
2731 z, -0.000000
2732 x, -1.000000
2732 y, -0.000000
2732 z, -0.000000
2733 x, -1.000000
2733 y, -0.000000
2733 z, -0.000000
2734 x, -1.000000
2734 y, -0.000000
2734 z, -0.000000
2735 x, -1.000000
2735 y, 0.000000
2735 z, 0.000000
2736 x, -1.000000
2736 y, 0.000000
2736 z, 0.000000
2737 x, -1.000000
2737 y, -0.000000
2737 z, -0.000000
2738 x, -1.000000
2738 y, -0.000000
2738 z, -0.000000
2739 x, -1.000000
2739 y, 0.000000
2739 z, 0.000000
2740 x, -1.000000
2740 y, 0.000000
2740 z, 0.000000
2741 x, -1.000000
2741 y, 0.000000
2741 z, 0.000000
2742 x, -1.000000
2742 y, -0.000000
2742 z, 0.000000
2743 x, -1.000000
2743 y, -0.000000
2743 z, -0.000000
2744 x, -1.000000
2744 y, 0.000000
2744 z, -0.000000
2745 x, -1.000000
2745 y, 0.000000
2745 z, -0.000000
2746 x, -1.000000
2746 y, -0.000000
2746 z, -0.000000
2747 x, -1.000000
2747 y, 0.000000
2747 z, 0.000000
2748 x, -1.000000
2748 y, 0.000000
2748 z, 0.000000
2749 x, -1.000000
2749 y, -0.000000
2749 z, -0.000000
2750 x, -1.000000
2750 y, 0.000000
2750 z, -0.000000
2751 x, -1.000000
2751 y, -0.000000
2751 z, -0.000000
2752 x, -1.000000
2752 y, -0.000000
2752 z, -0.000000
2753 x, -1.000000
2753 y, 0.000000
2753 z, -0.000000
2754 x, -1.000000
2754 y, 0.000000
2754 z, -0.000000
2755 x, -1.000000
2755 y, -0.000000
2755 z, -0.000000
2756 x, -1.000000
2756 y, 0.000000
2756 z, -0.000000
2757 x, -1.000000
2757 y, 0.000000
2757 z, -0.000000
2758 x, -1.000000
2758 y, -0.000000
2758 z, -0.000000
2759 x, -1.000000
2759 y, -0.000000
2759 z, -0.000000
2760 x, -1.000000
2760 y, -0.000000
2760 z, -0.000000
2761 x, -1.000000
2761 y, -0.000000
2761 z, -0.000000
2762 x, -1.000000
2762 y, -0.000000
2762 z, -0.000000
2763 x, -1.000000
2763 y, -0.000000
2763 z, -0.000000
2764 x, -1.000000
2764 y, 0.000000
2764 z, -0.000000
2765 x, -1.000000
2765 y, 0.000000
2765 z, -0.000000
2766 x, -1.000000
2766 y, 0.000000
2766 z, -0.000000
2767 x, -1.000000
2767 y, 0.000000
2767 z, 0.000000
2768 x, -1.000000
2768 y, 0.000000
2768 z, 0.000000
2769 x, -1.000000
2769 y, 0.000000
2769 z, -0.000000
2770 x, -1.000000
2770 y, -0.000000
2770 z, -0.000000
2771 x, -1.000000
2771 y, -0.000000
2771 z, -0.000000
2772 x, -1.000000
2772 y, 0.000000
2772 z, -0.000000
2773 x, -1.000000
2773 y, 0.000000
2773 z, 0.000000
2774 x, -1.000000
2774 y, -0.000000
2774 z, -0.000000
2775 x, -1.000000
2775 y, -0.000000
2775 z, 0.000000
2776 x, -1.000000
2776 y, -0.000000
2776 z, 0.000000
2777 x, -1.000000
2777 y, -0.000000
2777 z, 0.000000
2778 x, -1.000000
2778 y, 0.000000
2778 z, 0.000000
2779 x, -1.000000
2779 y, 0.000000
2779 z, 0.000000
2780 x, -1.000000
2780 y, -0.000000
2780 z, 0.000000
2781 x, -1.000000
2781 y, -0.000000
2781 z, 0.000000
2782 x, -1.000000
2782 y, -0.000000
2782 z, -0.000000
2783 x, -1.000000
2783 y, 0.000000
2783 z, -0.000000
2784 x, -1.000000
2784 y, 0.000000
2784 z, 0.000000
2785 x, -1.000000
2785 y, -0.000000
2785 z, -0.000000
2786 x, -1.000000
2786 y, -0.000000
2786 z, -0.000000
2787 x, -1.000000
2787 y, 0.000000
2787 z, -0.000000
2788 x, -1.000000
2788 y, 0.000000
2788 z, 0.000000
2789 x, -1.000000
2789 y, 0.000000
2789 z, 0.000000
2790 x, -1.000000
2790 y, -0.000000
2790 z, 0.000000
2791 x, -1.000000
2791 y, -0.000000
2791 z, -0.000000
2792 x, -1.000000
2792 y, -0.000000
2792 z, -0.000000
2793 x, -1.000000
2793 y, 0.000000
2793 z, 0.000000
2794 x, -1.000000
2794 y, 0.000000
2794 z, 0.000000
2795 x, -1.000000
2795 y, 0.000000
2795 z, -0.000000
2796 x, -1.000000
2796 y, -0.000000
2796 z, 0.000000
2797 x, -1.000000
2797 y, -0.000000
2797 z, 0.000000
2798 x, -1.000000
2798 y, 0.000000
2798 z, 0.000000
2799 x, -1.000000
2799 y, 0.000000
2799 z, 0.000000
2800 x, -1.000000
2800 y, -0.000000
2800 z, -0.000000
2801 x, -1.000000
2801 y, -0.000000
2801 z, -0.000000
2802 x, -1.000000
2802 y, 0.000000
2802 z, -0.000000
2803 x, -1.000000
2803 y, 0.000000
2803 z, -0.000000
2804 x, -1.000000
2804 y, -0.000000
2804 z, -0.000000
2805 x, -1.000000
2805 y, 0.000000
2805 z, -0.000000
2806 x, -1.000000
2806 y, -0.000000
2806 z, -0.000000
2807 x, -1.000000
2807 y, -0.000000
2807 z, -0.000000
2808 x, -0.000000
2808 y, -1.000000
2808 z, -0.000000
2809 x, -0.000000
2809 y, -1.000000
2809 z, 0.000000
2810 x, 1.000000
2810 y, 0.000000
2810 z, -0.000000
2811 x, 1.000000
2811 y, -0.000000
2811 z, 0.000000
2812 x, 1.000000
2812 y, -0.000000
2812 z, 0.000000
2813 x, 1.000000
2813 y, -0.000000
2813 z, 0.000000
2814 x, 1.000000
2814 y, 0.000000
2814 z, -0.000000
2815 x, 1.000000
2815 y, -0.000000
2815 z, 0.000000
2816 x, 1.000000
2816 y, -0.000000
2816 z, 0.000000
2817 x, 1.000000
2817 y, 0.000000
2817 z, -0.000000
2818 x, 1.000000
2818 y, 0.000000
2818 z, -0.000000
2819 x, 1.000000
2819 y, -0.000000
2819 z, 0.000000
2820 x, 1.000000
2820 y, -0.000000
2820 z, 0.000000
2821 x, 1.000000
2821 y, -0.000000
2821 z, 0.000000
2822 x, 1.000000
2822 y, -0.000000
2822 z, 0.000000
2823 x, 1.000000
2823 y, 0.000000
2823 z, 0.000000
2824 x, 1.000000
2824 y, -0.000000
2824 z, 0.000000
2825 x, 1.000000
2825 y, 0.000000
2825 z, -0.000000
2826 x, 1.000000
2826 y, 0.000000
2826 z, -0.000000
2827 x, 1.000000
2827 y, 0.000000
2827 z, -0.000000
2828 x, 1.000000
2828 y, 0.000000
2828 z, -0.000000
2829 x, 1.000000
2829 y, -0.000000
2829 z, 0.000000
2830 x, 1.000000
2830 y, 0.000000
2830 z, 0.000000
2831 x, 1.000000
2831 y, -0.000000
2831 z, 0.000000
2832 x, 1.000000
2832 y, -0.000000
2832 z, 0.000000
2833 x, 1.000000
2833 y, -0.000000
2833 z, 0.000000
2834 x, 1.000000
2834 y, -0.000000
2834 z, 0.000000
2835 x, 1.000000
2835 y, 0.000000
2835 z, -0.000000
2836 x, 1.000000
2836 y, 0.000000
2836 z, -0.000000
2837 x, 1.000000
2837 y, 0.000000
2837 z, -0.000000
2838 x, 1.000000
2838 y, 0.000000
2838 z, -0.000000
2839 x, 1.000000
2839 y, -0.000000
2839 z, 0.000000
2840 x, 1.000000
2840 y, -0.000000
2840 z, 0.000000
2841 x, 1.000000
2841 y, 0.000000
2841 z, -0.000000
2842 x, 1.000000
2842 y, 0.000000
2842 z, -0.000000
2843 x, 1.000000
2843 y, -0.000000
2843 z, -0.000000
2844 x, 1.000000
2844 y, -0.000000
2844 z, 0.000000
2845 x, 1.000000
2845 y, 0.000000
2845 z, -0.000000
2846 x, 1.000000
2846 y, 0.000000
2846 z, -0.000000
2847 x, 1.000000
2847 y, -0.000000
2847 z, 0.000000
2848 x, 1.000000
2848 y, -0.000000
2848 z, 0.000000
2849 x, 1.000000
2849 y, -0.000000
2849 z, 0.000000
2850 x, 1.000000
2850 y, -0.000000
2850 z, 0.000000
2851 x, 1.000000
2851 y, 0.000000
2851 z, -0.000000
2852 x, 1.000000
2852 y, 0.000000
2852 z, -0.000000
2853 x, 1.000000
2853 y, 0.000000
2853 z, -0.000000
2854 x, 1.000000
2854 y, -0.000000
2854 z, 0.000000
2855 x, 1.000000
2855 y, 0.000000
2855 z, 0.000000
2856 x, 1.000000
2856 y, 0.000000
2856 z, 0.000000
2857 x, 1.000000
2857 y, 0.000000
2857 z, 0.000000
2858 x, 1.000000
2858 y, -0.000000
2858 z, 0.000000
2859 x, 1.000000
2859 y, -0.000000
2859 z, 0.000000
2860 x, 1.000000
2860 y, 0.000000
2860 z, 0.000000
2861 x, 1.000000
2861 y, 0.000000
2861 z, 0.000000
2862 x, 1.000000
2862 y, -0.000000
2862 z, 0.000000
2863 x, 1.000000
2863 y, 0.000000
2863 z, -0.000000
2864 x, 1.000000
2864 y, 0.000000
2864 z, -0.000000
2865 x, 1.000000
2865 y, -0.000000
2865 z, -0.000000
2866 x, 1.000000
2866 y, -0.000000
2866 z, 0.000000
2867 x, 1.000000
2867 y, 0.000000
2867 z, 0.000000
2868 x, 1.000000
2868 y, -0.000000
2868 z, -0.000000
2869 x, 1.000000
2869 y, -0.000000
2869 z, -0.000000
2870 x, 1.000000
2870 y, 0.000000
2870 z, 0.000000
2871 x, 1.000000
2871 y, 0.000000
2871 z, 0.000000
2872 x, 1.000000
2872 y, -0.000000
2872 z, 0.000000
2873 x, 1.000000
2873 y, 0.000000
2873 z, 0.000000
2874 x, 1.000000
2874 y, -0.000000
2874 z, -0.000000
2875 x, 1.000000
2875 y, -0.000000
2875 z, -0.000000
2876 x, 1.000000
2876 y, 0.000000
2876 z, -0.000000
2877 x, 1.000000
2877 y, 0.000000
2877 z, 0.000000
2878 x, 1.000000
2878 y, -0.000000
2878 z, 0.000000
2879 x, 1.000000
2879 y, 0.000000
2879 z, -0.000000
2880 x, 1.000000
2880 y, -0.000000
2880 z, -0.000000
2881 x, 1.000000
2881 y, 0.000000
2881 z, -0.000000
2882 x, 1.000000
2882 y, 0.000000
2882 z, -0.000000
2883 x, 1.000000
2883 y, -0.000000
2883 z, 0.000000
2884 x, 1.000000
2884 y, 0.000000
2884 z, 0.000000
2885 x, 1.000000
2885 y, 0.000000
2885 z, 0.000000
2886 x, 1.000000
2886 y, -0.000000
2886 z, -0.000000
2887 x, 1.000000
2887 y, -0.000000
2887 z, -0.000000
2888 x, 1.000000
2888 y, 0.000000
2888 z, -0.000000
2889 x, 1.000000
2889 y, 0.000000
2889 z, 0.000000
2890 x, 1.000000
2890 y, -0.000000
2890 z, 0.000000
2891 x, 1.000000
2891 y, -0.000000
2891 z, 0.000000
2892 x, 1.000000
2892 y, 0.000000
2892 z, 0.000000
2893 x, 1.000000
2893 y, 0.000000
2893 z, 0.000000
2894 x, 1.000000
2894 y, 0.000000
2894 z, 0.000000
2895 x, 1.000000
2895 y, 0.000000
2895 z, 0.000000
2896 x, 1.000000
2896 y, 0.000000
2896 z, 0.000000
2897 x, 1.000000
2897 y, 0.000000
2897 z, 0.000000
2898 x, 0.000000
2898 y, 0.241726
2898 z, 0.970344
2899 x, -0.969367
2899 y, 0.008045
2899 z, -0.245483
2900 x, -1.000000
2900 y, -0.000000
2900 z, -0.000000
2901 x, -1.000000
2901 y, -0.000000
2901 z, -0.000000
2902 x, -1.000000
2902 y, -0.000000
2902 z, -0.000000
2903 x, -1.000000
2903 y, -0.000000
2903 z, -0.000000
2904 x, -1.000000
2904 y, -0.000000
2904 z, 0.000000
2905 x, -1.000000
2905 y, 0.000000
2905 z, 0.000000
2906 x, -1.000000
2906 y, 0.000000
2906 z, 0.000000
2907 x, -1.000000
2907 y, -0.000000
2907 z, 0.000000
2908 x, -1.000000
2908 y, -0.000000
2908 z, 0.000000
2909 x, -1.000000
2909 y, -0.000000
2909 z, -0.000000
2910 x, -1.000000
2910 y, -0.000000
2910 z, -0.000000
2911 x, -1.000000
2911 y, 0.000000
2911 z, -0.000000
2912 x, -1.000000
2912 y, -0.000000
2912 z, 0.000000
2913 x, -1.000000
2913 y, 0.000000
2913 z, 0.000000
2914 x, -1.000000
2914 y, 0.000000
2914 z, 0.000000
2915 x, -1.000000
2915 y, -0.000000
2915 z, -0.000000
2916 x, -1.000000
2916 y, -0.000000
2916 z, 0.000000
2917 x, -1.000000
2917 y, -0.000000
2917 z, -0.000000
2918 x, -1.000000
2918 y, -0.000000
2918 z, -0.000000
2919 x, -1.000000
2919 y, -0.000000
2919 z, -0.000000
2920 x, -1.000000
2920 y, 0.000000
2920 z, -0.000000
2921 x, -1.000000
2921 y, 0.000000
2921 z, -0.000000
2922 x, -1.000000
2922 y, -0.000000
2922 z, 0.000000
2923 x, -1.000000
2923 y, -0.000000
2923 z, 0.000000
2924 x, -1.000000
2924 y, 0.000000
2924 z, 0.000000
2925 x, -1.000000
2925 y, -0.000000
2925 z, -0.000000
2926 x, -1.000000
2926 y, -0.000000
2926 z, 0.000000
2927 x, -1.000000
2927 y, -0.000000
2927 z, -0.000000
2928 x, -1.000000
2928 y, -0.000000
2928 z, 0.000000
2929 x, -1.000000
2929 y, 0.000000
2929 z, 0.000000
2930 x, -1.000000
2930 y, -0.000000
2930 z, 0.000000
2931 x, -1.000000
2931 y, 0.000000
2931 z, 0.000000
2932 x, -1.000000
2932 y, 0.000000
2932 z, 0.000000
2933 x, -1.000000
2933 y, 0.000000
2933 z, 0.000000
2934 x, -1.000000
2934 y, 0.000000
2934 z, 0.000000
2935 x, -1.000000
2935 y, 0.000000
2935 z, 0.000000
2936 x, -1.000000
2936 y, 0.000000
2936 z, 0.000000
2937 x, -1.000000
2937 y, -0.000000
2937 z, -0.000000
2938 x, -1.000000
2938 y, -0.000000
2938 z, 0.000000
2939 x, -1.000000
2939 y, -0.000000
2939 z, -0.000000
2940 x, -1.000000
2940 y, -0.000000
2940 z, -0.000000
2941 x, -1.000000
2941 y, 0.000000
